case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
10519,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Student,,, ,388.07,218.83,72.94,0,0,0,0,187.98,Hotel,Mandarin Orchard Singapore,Parents/ Parents-in-law,,,,
10520,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Others (specify),Owner,"2,057.77",145.89,87.53,0,0,0,0,137.98,Hotel,Ibis Singapore on Bencoolen,Spouse,,,,
10521,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Transportation and Logistics,Senior Executive, ,685.34,291.78,72.94,0,0,0,0,253.98,Hotel,Marina Bay Sands Singapore,Friends,,,,
10522,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Fincial and Insurance Activities,Junior Executive, ,176.38,87.53,43.77,0,0,0,0,113.98,Hotel,Amaris by Santika,Friends,,,,
10555,2015,June,14-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager, ,570.97,59.84,83.77,0,0,0,0,237.98,Hotel,Other Hotels,Business associates/ Colleagues,,,,
10563,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,7 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Administrative and Support Service Activities,Others (specify),Engineer,116.71,58.36,10.42,0,0,0,0,247.98,Hotel,The Fragrance Hotel,Friends,,,,
10566,2015,June,14-Jun-15,Indonesia,Jakarta,Education+Accompanying Pax,"Executive training, including training workshops and seminar",Terminal 1,,,English,No,6 days,Packaged,Female,"Executive (sales, administration)",Manufacturing and Chemicals,Senior Executive, ,467.22,0,34.04,0,0,0,0,223.98,Hotel,Other Hotels,Business associates/ Colleagues,,,,
10567,2015,June,14-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)","Hospitality, Travel & Tourism",Senior Executive, ,0,24.31,29.18,0,0,500,0,147.98,Stayed with relatives/ friends,,Spouse,,,,
10568,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Non-Packaged,Female,Student,,, ,119.67,59.84,11.97,0,0,0,0,97.98,Hostel (Rental by bed),,Friends,,,,
10569,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Transportation and Logistics,General Mager, ,57.44,47.87,28.72,0,0,0,0,87.98,Hostel (Rental by bed),,Alone,,,,
10570,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,52.66,23.93,11.97,0,0,0,0,107.98,Hostel (Rental by bed),,Friends,,,,
10571,2015,June,14-Jun-15,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,1 day,Business (Non-Packaged),Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,43.08,119.67,47.87,0,0,0,0,787.98,Hostel (Rental by bed),,Alone,,,,
10572,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,Yes,1 day,Non-Packaged,Male,"Executive (sales, administration)",Manufacturing and Chemicals,Junior Executive, ,57.44,14.36,16.75,0,0,0,0,87.98,Hostel (Rental by bed),,Friends,,,,
10573,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Others (specify),Engineer,28.72,47.87,23.93,0,0,0,0,87.98,Hostel (Rental by bed),,Friends,,,,
10575,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Others (specify),Director, ,323.12,239.35,5.98,0,0,0,0,187.98,Hotel,Park Hotel Clarke Quay,Spouse,,,,
10576,2015,June,14-Jun-15,Indonesia,Padang,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Construction,Mager/ Assistant Mager, ,179.51,59.84,59.84,0,0,0,0,287.98,Hotel,Ibis Singapore on Bencoolen,Spouse,,,,
10577,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Engineer,95.74,35.9,23.93,0,0,0,0,187.98,Hostel (Rental by bed),,Friends,,,,
10578,2015,June,14-Jun-15,Indonesia,Tanjung Balai,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,Student,,, ,77.79,23.93,35.9,0,0,0,0,87.98,Hostel (Rental by bed),,Spouse,,,,
10579,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,77.87,12.42,29.92,0,0,0,0,175.48,Hotel,Hotel 81 - Selegie,Spouse,Children aged 8-12 yrs,,,
10580,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager, ,43.08,95.74,31.91,0,0,0,0,127.98,Hostel (Rental by bed),,Alone,,,,
10581,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,2 days,Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,155.74,24.85,27.2,0,0,0,0,387.98,Hotel,York Hotel,Others,,,,
10582,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Others (specify),Engineer,0,71.8,14.36,0,0,0,0,87.98,Stayed with relatives/ friends,,Friends,,,,
10583,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,47.87,47.87,47.87,0,0,0,0,112.98,Hostel (Rental by bed),,Friends,,,,
10584,2015,June,14-Jun-15,Indonesia,Makassar,Leisure,Sporting,,HCC,,English,No,1 day,Non-Packaged,Male,Student,,, ,33.51,28.72,19.15,0,0,0,0,90.98,Hostel (Rental by bed),,Friends,,,,
10585,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Executive (sales, administration)",Education,Senior Executive, ,0,14.96,4.79,0,0,0,0,91.98,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,Siblings,,,
10586,2015,June,14-Jun-15,Indonesia,Batam,Leisure,Sporting,,HCC,,English,Yes,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,59.84,11.97,0,0,0,0,137.98,Stayed with relatives/ friends,,Siblings,,,,
10587,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Electronics & Precision Engineering,Others (specify),Engineer,0,17.95,11.97,0,0,0,0,287.98,Accommodation not required - Day Tripper,,Siblings,,,,
10600,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,Chinese,Yes,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Businessman,0,24.31,38.9,0,0,0,0,137.98,Service Apartment,,Spouse,Other relatives,,,
10601,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Actuary,0,19.45,19.45,0,0,0,0,127.98,Stayed with relatives/ friends,,Friends,,,,
10602,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,5 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Clerk/ Secretary/ Persol Assistant, ,175.07,58.36,29.18,0,0,0,0,407.98,Hotel,Holiday Inn Express Singapore Clarke Quay,Partner/ Boyfriend/ Girlfriend,,,,
10603,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Others (specify),Engineer,126.44,136.16,48.63,0,0,0,0,"1,417.98",Hotel,Ibis Singapore on Bencoolen,Spouse,Children aged 8-12 yrs,,,
10604,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Others (specify),Fincial and Insurance Activities,Others (specify),Agent,0,0,29.18,0,0,0,0,87.98,Stayed with relatives/ friends,,Children aged 20-39 yrs,,,,
10605,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,Chinese,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,0,0,0,0,0,0,117.98,Stayed with relatives/ friends,,Spouse,,,,
10606,2015,June,14-Jun-15,Indonesia,Jakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Accommodation and Food & Beverage-related activities,Others (specify),Businessman,0,0,43.77,0,0,0,0,107.98,Accommodation not required - Day Tripper,,Alone,,,,
10617,2015,June,14-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,Under 1 day,Non-Packaged,Female,Homemaker (Full time),,, ,0,5.84,7.29,0,0,0,0,87.98,Accommodation not required - Day Tripper,,Spouse,,,,
10619,2015,June,15-Jun-15,Indonesia,Jakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Construction,Director, ,453.09,145.89,29.18,0,0,0,15,137.98,Hotel,Peninsula.Excelsior Hotel,Alone,,,,
10626,2015,June,15-Jun-15,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Others (specify),Director, ,328.25,72.94,14.59,0,0,0,0,87.98,Hotel,Mandarin Orchard Singapore,Children aged 0-7 yrs,,,,
10627,2015,June,15-Jun-15,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Male,Homemaker (Full time),,, ,194.18,72.94,54.71,0,0,0,0,162.98,Hotel,Mandarin Orchard Singapore,Children aged 13-19 yrs,Children aged 20-39 yrs,Other relatives,,
10628,2015,June,15-Jun-15,Indonesia,Yogyakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,1 day,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Others (specify),Mager/ Assistant Mager, ,320.96,145.89,58.36,0,0,0,0,87.98,Hotel,M Hotel Singapore,Partner/ Boyfriend/ Girlfriend,,,,
10629,2015,June,15-Jun-15,Indonesia,Bali,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Student,,, ,58.71,72.94,43.77,0,0,0,0,139.98,Hostel (Rental by bed),,Friends,,,,
10635,2015,June,15-Jun-15,Indonesia,Bali,Leisure,Visiting friends/relatives,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,Student,,, ,0,87.53,36.47,0,0,0,0,87.98,Hostel (Rental by bed),,Friends,,,,
10638,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Senior Executive, ,76.84,48.63,19.45,0,0,0,0,137.98,Hostel (Rental by bed),,Friends,,,,
10639,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Senior Executive, ,220.18,68.08,24.31,0,0,0,0,157.98,Hotel,Holiday Inn Express Singapore Orchard Road,Friends,,,,
10640,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,3 days,Non-Packaged,Female,Student,,, ,97.26,64.84,16.21,0,0,0,0,287.98,Hotel,Hotel 81 - Bugis,Parents/ Parents-in-law,,,,
10641,2015,June,15-Jun-15,Indonesia,Jambi / Telanaipura,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,3 days,Non-Packaged,Female,Student,,, ,316.71,0,0,0,0,0,0,187.98,Hotel,Orchard Hotel Singapore,Parents/ Parents-in-law,Siblings,,,
10647,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Sightseeing/ Attractions,Terminal 3,,,English,Yes,5 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Education,Others (specify),Teacher,525.2,87.53,23.34,0,0,0,0,537.98,Hotel,Ibis Singapore on Bencoolen,Alone,,,,
10652,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Sightseeing/ Attractions,Terminal 3,,,English,Yes,4 days,Non-Packaged,Female,Student,,, ,144.25,36.47,24.31,0,0,0,0,754.65,Hotel,Ibis Singapore on Bencoolen,Parents/ Parents-in-law,,,,
10653,2015,June,15-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,President/ Vice-President, ,740.3,0,0,0,0,0,0,287.98,Hotel,Holiday Inn Singapore Orchard City Centre,Alone,,,,
10662,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Others (specify),Others (specify),Businessman,612.74,291.78,29.18,0,0,0,0,87.98,Hotel,Grand Park City Hall,Alone,,,,
10663,2015,June,15-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,Chinese,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,474.14,200.6,36.47,0,0,500,0,397.98,Hotel,Mandarin Orchard Singapore,Children aged 20-39 yrs,,,,
10667,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,5 days,Non-Packaged,Male,Student,,, ,430.36,58.36,40.85,0,0,0,0,197.98,Hotel,Village Hotel Albert Court,Alone,,,,
10668,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Sporting,Terminal 1,,,English,No,6 days,Non-Packaged,Female,Homemaker (Full time),,, ,145.89,29.18,9.73,0,0,0,0,367.98,Hotel,Value Hotel - Balestier,Children aged 13-19 yrs,,,,
10669,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Others (specify),Others (specify),Owner,178.31,81.05,48.63,0,0,0,0,287.98,Hotel,Holiday Inn Express Singapore Orchard Road,Spouse,Children aged 8-12 yrs,,,
10670,2015,June,15-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Others (specify),Others (specify),Co owner,0,0,10.94,0,0,0,0,136.98,Stayed with relatives/ friends,,Spouse,,,,
10701,2015,June,16-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,4 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Director, ,155.01,91.18,36.47,0,0,"5,000.00",0,99.98,Hotel,Concorde Hotel Singapore,Parents/ Parents-in-law,Children aged 13-19 yrs,,,
10702,2015,June,16-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Transportation and Logistics,Senior Executive, ,0,14.59,29.18,0,0,500,0,87.98,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
10703,2015,June,16-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",InfoComm Technology,Mager/ Assistant Mager, ,116.71,58.36,11.67,0,0,0,0,127.98,Hotel,Amaris by Santika,Children aged 13-19 yrs,Children aged 0-7 yrs,Spouse,Children aged 8-12 yrs,
10705,2015,June,16-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Indonesian,Yes,4 days,Non-Packaged,Female,Unemployed,,, ,0,59.84,8.98,0,0,0,0,87.98,Own Residence,,Alone,,,,
10707,2015,June,16-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,Indonesian,No,2 days,Packaged,Female,Unemployed,,, ,155.74,34.04,24.31,0,0,580,0,127.98,Hotel,Holiday Inn Singapore Orchard City Centre,Spouse,Parents/ Parents-in-law,,,
10722,2015,June,16-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 2,,,English,No,3 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Mining and Quarrying,Clerk/ Secretary/ Persol Assistant, ,168.58,97.26,19.45,0,0,0,0,174.65,Hotel,Robertson Quay Hotel,Spouse,Siblings,,,
10723,2015,June,16-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 2,,,Chinese,No,2 days,Non-Packaged,Male,Retired,,, ,291.78,182.36,58.36,0,0,0,0,87.98,Hotel,"Amara Sanctuary Resort, Sentosa",Spouse,,,,
10724,2015,June,16-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Environment and Energy,Mager/ Assistant Mager, ,875.34,160.48,72.94,0,0,0,0,87.98,Hotel,Mandarin Orchard Singapore,Business associates/ Colleagues,,,,
10725,2015,June,16-Jun-15,Indonesia,Surabaya,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,Under 1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager, ,0,218.83,43.77,0,0,0,0,107.98,Accommodation not required - Day Tripper,,Alone,,,,
10726,2015,June,16-Jun-15,Indonesia,Surabaya,Leisure,Visiting friends/relatives,Terminal 3,,,English,Yes,15-29 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Wholesale and Retail Trade,Clerk/ Secretary/ Persol Assistant, ,0,25.94,9.73,0,0,0,0,87.98,Stayed with relatives/ friends,,Friends,,,,
10727,2015,June,16-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,3 days,Business (Non-Packaged),Male,"Executive (sales, administration)",Others (specify),Senior Executive, ,437.67,131.3,29.18,0,0,0,0,247.98,Hotel,Furama City Centre Singapore,Business associates/ Colleagues,,,,
10730,2015,June,16-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,Under 1 day,Business (Non-Packaged),Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Environment and Energy,Clerk/ Secretary/ Persol Assistant, ,0,51.06,43.77,0,0,0,0,537.98,Accommodation not required - Day Tripper,,Alone,,,,
10731,2015,June,16-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Manufacturing and Chemicals,Others (specify),Owner,0,29.18,7.29,0,0,"1,000.00",0,87.98,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,,,,
10732,2015,June,16-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",InfoComm Technology,Mager/ Assistant Mager, ,872.42,350.13,145.89,0,0,0,0,87.98,Hotel,"The Ritz-Carlton, Millenia Singapore",Alone,,,,
10733,2015,June,16-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,3 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Public Administration,Director, ,316.09,218.83,97.26,0,0,0,0,447.98,Hotel,Novotel Singapore Clarke Quay,Spouse,,,,
10734,2015,June,16-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Environment and Energy,Mager/ Assistant Mager, ,116.71,145.89,29.18,0,0,0,0,227.98,Hotel,Fragrance Hotel - Bugis,Spouse,,,,
10750,2015,June,17-Jun-15,Indonesia,Tanjung Pinang,Leisure,Sightseeing/ Attractions,,TMFT,,Chinese,No,6 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,0,3.99,0,0,200,0,137.98,Stayed with relatives/ friends,,Alone,,,,
10751,2015,June,17-Jun-15,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,,TMFT,,Chinese,No,15-29 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,47.87,23.93,0,0,0,0,"1,087.98",Stayed with relatives/ friends,,Alone,,,,
10753,2015,June,17-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Chinese,No,15-29 days,Non-Packaged,Male,"Executive (sales, administration)","Hospitality, Travel & Tourism",Senior Executive, ,0,29.92,11.97,0,0,0,0,487.98,Stayed with relatives/ friends,,Alone,,,,
10755,2015,June,17-Jun-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Chinese,No,5 days,Non-Packaged,Male,Retired,,, ,0,95.74,7.18,0,0,0,0,387.98,Stayed with relatives/ friends,,Alone,,,,
10758,2015,June,17-Jun-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,TMFT,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Construction,CEO/ Assistant CEO, ,"1,675.43",119.67,292,0,0,0,0,487.98,Hotel,"Mandarin Oriental, Singapore",Alone,,,,
10761,2015,June,17-Jun-15,Indonesia,Bali,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,TMFT,,English,No,Under 1 day,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)","Hospitality, Travel & Tourism",Senior Executive, ,0,17.51,11.67,0,0,0,0,87.98,Accommodation not required - Day Tripper,,Alone,,,,
10766,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 2,,,English,No,5 days,Non-Packaged,Female,Homemaker (Full time),,, ,486.3,58.36,11.67,0,0,0,0,154.65,Hotel,Marina Bay Sands Singapore,Parents/ Parents-in-law,Children aged 0-7 yrs,Siblings,,
10768,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Marketing & Media,Others (specify),Owner,145.89,32.42,9.73,0,0,0,0,187.98,Hotel,Singapore Marriott Hotel,Children aged 13-19 yrs,Parents/ Parents-in-law,,,
10769,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Education,Others (specify),Lecturer,364.72,167.77,145.89,0,0,0,0,587.98,Hotel,Holiday Inn Express Singapore Orchard Road,Children aged 8-12 yrs,,,,
10770,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,Chinese,No,5 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,116.71,11.67,0,0,0,0,"2,087.98",Stayed with relatives/ friends,,Alone,,,,
10771,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,97.26,97.26,0,0,0,0,117.98,Stayed with relatives/ friends,,Alone,,,,
10772,2015,June,17-Jun-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,3 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Electronics & Precision Engineering,Director, ,259.36,64.84,16.21,0,0,0,0,87.98,Hotel,Mandarin Orchard Singapore,Children aged 0-7 yrs,Parents/ Parents-in-law,,,
10773,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Defence and Security,Junior Executive, ,194.52,54.47,11.67,0,0,0,0,102.98,Hotel,V Hotel Bencoolen,Other relatives,Siblings,,,
10775,2015,June,17-Jun-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,5 days,Packaged,Male,"Executive (sales, administration)",Wholesale and Retail Trade,Senior Executive, ,389.35,120.47,75.3,0,0,0,0,187.98,Hotel,Oxford Hotel,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,
10776,2015,June,17-Jun-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager, ,787.8,218.83,58.36,0,0,0,0,87.98,Hotel,Marina Mandarin,Alone,,,,
