case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
759,2015,January,9-Jan-15,Indonesia,Surabaya,Leisure,Visiting friends/relatives,,,Tuas,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Real Estate Activities,Others (specify),Entrepreneur,0,112.37,0,0,0,0,0,324.85,Stayed with relatives/ friends,,Children aged 13-19 yrs,,,,
760,2015,January,9-Jan-15,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,,,Tuas,English,Yes,2 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Junior Executive, ,183.87,36.77,34.48,0,0,0,0,488.85,Hotel,Hotel Bencoolen,Parents/ Parents-in-law,Other relatives,,,
763,2015,January,9-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,,,Tuas,English,No,3 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Senior Executive, ,306.46,255.38,66.4,0,0,0,0,503.85,Hotel,Hotel Jen Tanglin Singapore,Spouse,,,,
769,2015,January,9-Jan-15,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,6 days,Business (Non-Packaged),Male,Others (specify),Transportation and Logistics,Others (specify),Seaman,0,0,0,0,0,0,0,154.85,Accommodation not required - Others,,Business associates/ Colleagues,,,,
788,2015,January,9-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,4 days,Non-Packaged,Female,Student,,, ,222.28,0,0,0,0,0,0,124.85,Hotel,Orchard Hotel Singapore,Parents/ Parents-in-law,,,,
789,2015,January,9-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,191.53,19.15,0,0,0,0,504.85,Stayed with relatives/ friends,,Spouse,Children aged 0-7 yrs,,,
804,2015,January,9-Jan-15,Indonesia,Manado,Leisure,Stopover,,TMFT,,English,No,1 day,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Director, ,383.07,199.2,0,0,0,0,0,354.85,Hotel,Hotel Jen Orchardgateway Singapore,Spouse,,,,
810,2015,January,9-Jan-15,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,,TMFT,,Hybrid Chinese,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Senior Executive, ,0,25.54,0,0,0,0,0,129.85,Stayed with relatives/ friends,,Partner/ Boyfriend/ Girlfriend,,,,
814,2015,January,9-Jan-15,Indonesia,Solo,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,TMFT,,English,No,Under 1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager, ,0,18.87,0,0,0,0,0,104.85,Accommodation not required - Day Tripper,,Alone,,,,
815,2015,January,9-Jan-15,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,,TMFT,,Hybrid Chinese,No,15-29 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,4.79,0,0,0,0,0,144.85,Stayed with relatives/ friends,,Other relatives,,,,
816,2015,January,9-Jan-15,Indonesia,Tanjung Pinang,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,TMFT,,English,No,Under 1 day,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Electronics & Precision Engineering,Others (specify),Fitter,0,6.29,3.14,0,0,0,0,104.85,Accommodation not required - Day Tripper,,Business associates/ Colleagues,,,,
846,2015,January,10-Jan-15,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,4 days,Non-Packaged,Male,Student,,, ,175.45,0,0,0,0,0,0,104.85,Hotel,Siloso Beach Resort,Parents/ Parents-in-law,Siblings,Other relatives,,
847,2015,January,10-Jan-15,Indonesia,Bali,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,1 day,Non-Packaged,Male,Others (specify),Defence and Security,Others (specify),Body guard,735.49,306.46,45.97,0,0,0,0,104.85,Hotel,Peninsula.Excelsior Hotel,Children aged 20-39 yrs,,,,
854,2015,January,10-Jan-15,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,1 day,Packaged,Female,Homemaker (Full time),,, ,77.87,122.58,13.6,0,0,0,0,124.85,Hotel,Fragrance Hotel - Classic,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,
855,2015,January,10-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),,, ,167.72,167.72,29.35,0,0,0,0,271.52,Hotel,York Hotel,Friends,,,,
856,2015,January,10-Jan-15,Indonesia,Padang,Education+Accompanying Pax,Student events,,HCC,,English,No,6 days,Non-Packaged,Male,Student,,, ,30.65,15.32,7.66,0,0,0,0,109.85,Hostel (Rental by bed),,Friends,,,,
857,2015,January,10-Jan-15,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Others (specify),Director, ,0,15.09,37.74,10,0,0,0,214.85,Accommodation not required - Day Tripper,,Alone,,,,
859,2015,January,10-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,5 days,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Construction,Others (specify),Worker,0,7.55,4.03,0,0,0,0,104.85,Service Apartment,,Friends,,,,
860,2015,January,10-Jan-15,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,Yes,Under 1 day,Non-Packaged,Female,Others (specify),Public Administration,Others (specify),Civil servant,0,125.79,20.97,0,0,0,0,538.19,Accommodation not required - Day Tripper,,Friends,,,,
861,2015,January,10-Jan-15,Indonesia,Jakarta,Business+Accompanying Pax,Company sponsored holiday,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,51.05,10.99,7.29,0,0,0,0,904.85,Accommodation not required - Day Tripper,,Business associates/ Colleagues,,,,
862,2015,January,10-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Manufacturing and Chemicals,Director, ,223.63,55.91,41.93,0,0,0,0,221.52,Hotel,Dorsett Singapore,Spouse,Children aged 0-7 yrs,,,
863,2015,January,10-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,15.72,6.29,0,0,0,0,129.85,Accommodation not required - Day Tripper,,Spouse,,,,
864,2015,January,10-Jan-15,Indonesia,Tanjung Balai,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,Under 1 day,Non-Packaged,Male,Others (specify),Public Administration,Others (specify),Civil servant,0,12.58,0,0,0,0,0,112.35,Accommodation not required - Day Tripper,,Children aged 0-7 yrs,,,,
865,2015,January,10-Jan-15,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Engineer,0,22.98,6.8,0,0,0,0,254.85,Accommodation not required - Day Tripper,,Spouse,Other relatives,Friends,,
866,2015,January,10-Jan-15,Indonesia,Yogyakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Manufacturing and Chemicals,Others (specify),Engineer,0,6.21,0,0,0,0,0,204.85,Accommodation not required - Day Tripper,,Others,,,,
867,2015,January,10-Jan-15,Indonesia,Padang,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,Under 1 day,Packaged,Female,Student,,, ,0,6.21,6.8,0,0,0,0,119.85,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,Others,,,
880,2015,January,10-Jan-15,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Electronics & Precision Engineering,Others (specify),Owner,102.15,51.08,30.65,0,0,200,0,124.85,Service Apartment,,Spouse,Children aged 8-12 yrs,,,
881,2015,January,10-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,490.33,306.46,45.97,0,0,0,0,604.85,Hotel,Mandarin Orchard Singapore,Spouse,,,,
886,2015,January,10-Jan-15,Indonesia,Medan,Leisure,Visiting friends/relatives,Terminal 1,,,Chinese,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,102.15,12.77,0,0,0,0,134.85,Stayed with relatives/ friends,,Spouse,,,,
887,2015,January,10-Jan-15,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Marketing & Media,Others (specify),Businessman,168.55,0,45.97,0,0,0,0,604.85,Hotel,Orchard Hotel Singapore,Children aged 13-19 yrs,Children aged 0-7 yrs,Parents/ Parents-in-law,Siblings,
911,2015,January,11-Jan-15,Indonesia,Yogyakarta,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,6 days,Business (Non-Packaged),Male,Others (specify),Others (specify),Others (specify),Artist,0,51.08,30.65,0,0,0,0,144.85,Stayed with relatives/ friends,,Friends,,,,
914,2015,January,11-Jan-15,Indonesia,Yogyakarta,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,6 days,Business (Non-Packaged),Male,Others (specify),Others (specify),Others (specify),Artist,0,51.08,15.32,0,0,0,0,144.85,Stayed with relatives/ friends,,Friends,,,,
916,2015,January,11-Jan-15,Indonesia,Surabaya,Education+Accompanying Pax,"Executive training, including training workshops and seminar",Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Others (specify),Transportation and Logistics,Others (specify),Deck officer,71.51,61.29,51.08,0,0,0,0,164.85,Hostel (Rental by bed),,Alone,,,,
940,2015,January,11-Jan-15,Indonesia,Semarang,Leisure,Visiting friends/relatives,,HCC,,English,No,15-29 days,Non-Packaged,Female,"Executive (sales, administration)",Wholesale and Retail Trade,Junior Executive, ,0,0,6.96,0,0,0,0,304.85,Stayed with relatives/ friends,,Alone,,,,
943,2015,January,11-Jan-15,Indonesia,Kalimantan,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,Under 1 day,Non-Packaged,Female,Student,,, ,0,0,4.19,0,0,0,0,104.85,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,,,,
950,2015,January,11-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,6 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Accommodation and Food & Beverage-related activities,Others (specify),Waitress,100.63,88.05,29.35,0,0,0,0,124.85,Hotel,Resp doesn't know,Alone,,,,
951,2015,January,11-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Packaged,Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager, ,77.87,12.42,13.6,0,0,0,0,224.85,Hotel,The Elizabeth,Alone,,,,
952,2015,January,11-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,1 day,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,77.87,12.42,13.6,0,0,0,0,124.85,Hotel,The Elizabeth,Others,,,,
953,2015,January,11-Jan-15,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,209.65,83.86,12.58,0,0,0,0,304.85,Hotel,Orchid Hotel,Spouse,,,,
986,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Student,,, ,75.08,61.29,30.65,0,0,0,0,219.85,Hotel,RELC International Hotel,Partner/ Boyfriend/ Girlfriend,,,,
987,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,7 days,Non-Packaged,Male,Student,,, ,0,87.56,43.78,0,0,0,0,104.85,Stayed with relatives/ friends,,Alone,,,,
988,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Engineer,122.58,76.61,20.43,0,0,0,0,604.85,Hotel,Hotel 81 - Bencoolen,Spouse,,,,
989,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),Fincial and Insurance Activities,Others (specify),Self employed,"1,021.52",306.46,45.97,0,0,0,0,304.85,Hotel,Equarius Hotel,Alone,,,,
990,2015,January,12-Jan-15,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,15-29 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,38.31,3.83,0,0,0,0,104.85,Stayed with relatives/ friends,,Alone,,,,
991,2015,January,12-Jan-15,Indonesia,Medan,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,6 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,0,51.08,0,0,0,0,0,269.85,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
992,2015,January,12-Jan-15,Indonesia,Medan,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Transportation and Logistics,Junior Executive, ,0,40.86,17.88,0,0,0,0,159.85,Stayed with relatives/ friends,,Spouse,,,,
994,2015,January,12-Jan-15,Indonesia,Surabaya,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,7 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Fashion designer,143.01,0,11.67,0,0,200,0,124.85,Service Apartment,,Parents/ Parents-in-law,Grandparents/ Grandparents-in-law,,,
995,2015,January,12-Jan-15,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Healthcare and Biomedical Sciences,Others (specify),Doctor,112.37,85.13,17.03,0,0,0,0,224.85,Hotel,Beach Hotel,Spouse,Children aged 0-7 yrs,,,
996,2015,January,12-Jan-15,Indonesia,Surabaya,Leisure,Stopover,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),,, ,459.68,76.61,0,0,0,0,0,154.85,Hotel,Crowne Plaza Changi Airport,Spouse,,,,
1002,2015,January,12-Jan-15,Indonesia,Bali,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Director, ,275.81,61.29,68.95,0,0,0,0,164.85,Hotel,Hotel Clover (Not Specified),Alone,,,,
1027,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,340.51,102.15,51.08,0,0,0,0,438.19,Hotel,Mandarin Orchard Singapore,Spouse,Children aged 0-7 yrs,,,
1030,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,Indonesian,Yes,4 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,103.43,30.65,0,0,0,0,204.85,Stayed with relatives/ friends,,Friends,,,,
1031,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Construction,Others (specify),Owner,331.99,63.84,10.22,0,0,0,0,288.19,Hotel,Sheraton Towers Singapore Hotel,Spouse,Children aged 20-39 yrs,Other relatives,,
1032,2015,January,12-Jan-15,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 2,,,English,No,2 days,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",InfoComm Technology,Others (specify),Owner,735.49,321.78,107.26,0,0,0,0,104.85,Hotel,Mandarin Orchard Singapore,Alone,,,,
1033,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,2 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Wholesale and Retail Trade,Others (specify),Sales Assistant,183.87,91.94,22.98,0,0,0,0,127.35,Hotel,V Hotel Bencoolen,Friends,,,,
1035,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager, ,107.26,119.18,102.15,0,0,0,0,674.85,Hotel,Fragrance Hotel - Imperial,Friends,,,,
1036,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Executive (sales, administration)",Transportation and Logistics,Senior Executive, ,178.77,63.84,25.54,0,0,0,0,167.35,Hotel,Bay Hotel Singapore,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,
1037,2015,January,12-Jan-15,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,4 days,Non-Packaged,Male,Student,,, ,153.23,57.46,15.32,0,0,0,0,129.85,Hotel,Grand Park City Hall,Parents/ Parents-in-law,Siblings,,,
1095,2015,January,13-Jan-15,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,6 days,Non-Packaged,Female,Student,,, ,0,0,10.22,0,0,0,0,104.85,Stayed with relatives/ friends,,Alone,,,,
1096,2015,January,13-Jan-15,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),InfoComm Technology,Others (specify),Designer,21.45,40.86,33.71,0,0,0,0,383.85,Hostel (Rental by bed),,Friends,,,,
1097,2015,January,13-Jan-15,Indonesia,Bandung,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Others (specify),Technician,263.58,76.61,38.31,0,0,0,0,204.85,Hotel,Broadway Hotel,Spouse,,,,
1098,2015,January,13-Jan-15,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,102.15,61.29,25.54,0,0,0,0,104.85,Hostel (Rental by bed),,Friends,,,,
1134,2015,January,13-Jan-15,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 2,,,English,No,Under 1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Environment and Energy,Mager/ Assistant Mager, ,0,25.16,6.29,0,0,0,0,104.85,Accommodation not required - Day Tripper,,Partner/ Boyfriend/ Girlfriend,,,,
1174,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Chinese,No,11-14 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,0,17.97,0,0,0,0,254.85,Stayed with relatives/ friends,,Alone,,,,
1175,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Leisure,Visiting friends/relatives,,TMFT,,Chinese,No,6 days,Non-Packaged,Female,Homemaker (Full time),,, ,0,58.7,0,0,0,0,0,179.85,Stayed with relatives/ friends,,Spouse,,,,
1182,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,,TMFT,,Chinese,No,3 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Family business,0,167.72,33.54,0,0,0,0,954.85,Stayed with relatives/ friends,,Alone,,,,
1184,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Leisure,Holiday/ Rest & Relax,,TMFT,,Chinese,No,2 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Healthcare and Biomedical Sciences,Clerk/ Secretary/ Persol Assistant, ,0,104.83,0,0,0,0,0,454.85,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
1185,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Leisure,To shop/attend shopping events in Singapore,,TMFT,,Chinese,No,1 day,Non-Packaged,Female,Homemaker (Full time),,, ,0,0,0,0,0,0,0,434.85,Stayed with relatives/ friends,,Alone,,,,
1186,2015,January,13-Jan-15,Indonesia,Tanjung Pinang,Business+Accompanying Pax,General business purpose,,TMFT,,English,No,15-29 days,Business (Non-Packaged),Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Electronics & Precision Engineering,Others (specify),Engineer,0,4.34,0,0,0,0,0,146.85,Accommodation not required - Others,,Alone,,,,
